#name	chrom	strand	exonStarts	exonEnds	score
NR_125281.1	chr3R	-	28237448,28238411,	28238270,28238570,	0
NM_001260415.1	chr3R	-	28262734,28263340,28263444,	28263287,28263386,28263622,	0
NM_001260416.2	chr3R	-	28263870,28264454,28264560,	28264395,28264500,28264773,	0
NM_001104484.2	chr3R	+	28282579,28282829,28282931,	28282769,28282875,28283548,	0
NM_001104485.1	chr3R	+	28283718,28284000,28284107,	28283930,28284046,28284725,	0
NM_080160.3	chr3R	+	28291337,	28292656,	0
NM_079815.3	chr3R	+	28292797,	28293863,	0
NM_143357.3	chr3R	+	28294047,	28294550,	0
NR_125282.1	chr3R	-	28294622,	28295279,	0
NR_133474.1	chr3R	-	28302912,	28303571,	0
NM_143358.2	chr3R	-	28303630,	28304605,	0
NM_001170286.3	chr3R	-	28318161,28321372,28323648,28324809,28325488,28326053,	28321279,28323486,28324649,28324877,28325819,28326241,	0
NM_080259.3	chr3R	-	28318161,28321372,28323648,28324809,28325488,28326151,	28321279,28323486,28324649,28324877,28325819,28326264,	0
NM_170366.4	chr3R	-	28318161,28321372,28323648,28324809,28325488,28328158,	28321279,28323486,28324649,28324877,28325819,28328283,	0
NM_001260417.2	chr3R	-	28318161,28321372,28323648,28324809,28325488,28330780,	28321279,28323486,28324649,28324877,28325819,28331218,	0
NM_001260419.2	chr3R	-	28318161,28321372,28323648,28324809,28325488,28333708,28335253,	28321279,28323486,28324649,28324877,28325819,28334707,28335541,	0
NM_001260418.2	chr3R	-	28318161,28321372,28323648,28324809,28325488,28333708,28335257,	28321279,28323486,28324649,28324877,28325819,28334707,28335541,	0
NM_170365.4	chr3R	-	28318161,28321372,28323648,28324809,28325488,28333708,28336007,	28321279,28323486,28324649,28324877,28325819,28334707,28336440,	0
NR_133475.1	chr3R	+	28336888,28337231,	28337088,28337629,	0
NM_143360.4	chr3R	-	28337018,28337869,	28337667,28339765,	0
NM_170367.3	chr3R	+	28340333,28341371,28342184,28342279,28342478,28342682,28342879,28343134,	28340738,28341459,28342214,28342419,28342626,28342809,28343074,28345169,	0
NM_143361.6	chr3R	+	28340333,28341371,28341626,28342279,28342478,28342682,28342879,28343134,	28340738,28341459,28342214,28342419,28342626,28342809,28343074,28345169,	0
NM_001170287.3	chr3R	+	28340333,28341371,28342279,28342478,28342682,28342879,28343134,	28340738,28342214,28342419,28342626,28342809,28343074,28345169,	0
NR_133476.1	chr3R	-	28340411,	28340800,	0
NM_079816.4	chr3R	+	28352241,28352606,28352844,28353569,	28352551,28352792,28353448,28353620,	0
NM_143362.3	chr3R	+	28418207,28442769,28462006,28463714,28464078,28472154,28472646,	28418867,28442815,28462199,28463806,28464189,28472424,28473189,	0
NM_001276106.1	chr3R	+	28418207,28442769,28462006,28463714,28464078,28472154,28472646,	28418867,28442815,28462199,28463806,28464189,28472424,28474814,	0
NR_133477.1	chr3R	-	28427093,	28427990,	0
NM_143363.3	chr3R	+	28484556,28484837,	28484756,28486062,	0
NM_001170288.1	chr3R	+	28486952,28488751,28488930,28489178,28490034,28491088,28491358,28492356,28492731,28493378,28493740,28494201,28495135,28495558,28495927,28497215,28497775,28498065,28499456,28499931,28501120,28501765,28502244,28502709,28503507,28504522,28505066,28505819,28506769,28506924,28507166,28508914,28509158,28510013,28510441,28513416,28514197,28514747,28515124,28515520,28517244,28517784,28518079,28518388,28518642,28519171,	28488065,28488807,28489054,28489285,28490261,28491219,28491987,28492547,28493326,28493685,28494139,28495075,28495489,28495850,28496086,28497368,28497994,28498200,28499878,28500127,28501354,28501871,28502365,28503454,28504035,28504681,28505177,28506650,28506862,28507085,28507491,28509103,28509952,28510378,28512747,28513488,28514663,28514890,28515455,28515652,28517456,28517925,28518184,28518490,28518789,28519398,	0
NM_079817.3	chr3R	+	28486952,28488192,28488751,28488930,28489178,28490034,28491088,28491358,28492356,28492731,28493378,28493740,28494201,28495135,28495558,28495927,28497215,28497775,28498065,28499456,28499931,28501120,28501765,28502244,28502709,28503507,28504522,28505066,28505819,28506769,28506924,28507166,28508914,28509158,28510013,28510441,28513416,28514197,28514747,28515124,28515520,28517244,28517784,28518079,28518388,28518642,28519171,	28488065,28488213,28488807,28489054,28489285,28490261,28491219,28491987,28492547,28493326,28493685,28494139,28495075,28495489,28495850,28496086,28497368,28497994,28498200,28499878,28500127,28501354,28501871,28502365,28503454,28504035,28504681,28505177,28506650,28506862,28507085,28507491,28509103,28509952,28510378,28512747,28513488,28514663,28514890,28515455,28515652,28517456,28517925,28518184,28518490,28518789,28519398,	0
NM_001276107.1	chr3R	+	28492161,28492356,28492731,28493378,28493740,28494201,28495135,28495558,28495927,28497215,28497775,28498065,28499456,28499931,28501120,28501765,28502244,28502709,28503507,28504522,28505066,28505819,28506769,28506924,28507166,28508914,28509158,28510013,28510441,28513416,28514197,28514747,28515124,28515520,28517244,28517784,28518079,28518388,28518642,28519171,	28492230,28492547,28493326,28493685,28494139,28495075,28495489,28495850,28496086,28497368,28497994,28498200,28499878,28500127,28501354,28501871,28502365,28503454,28504035,28504681,28505177,28506650,28506862,28507085,28507491,28509103,28509952,28510378,28512747,28513488,28514663,28514890,28515455,28515652,28517456,28517925,28518184,28518490,28518789,28519398,	0
NM_001276108.1	chr3R	-	28519547,28520050,28520355,	28520006,28520284,28520515,	0
NM_170368.2	chr3R	-	28519547,28520050,28520355,	28519988,28520284,28520515,	0
NM_176575.3	chr3R	-	28520664,28521356,28521541,28521814,28522481,28522694,28523526,28523779,28524033,28524273,28525416,28525870,28526109,28529751,28530118,28531279,28531518,28539918,	28521298,28521473,28521700,28522231,28522632,28523260,28523697,28523974,28524217,28525307,28525587,28526050,28529695,28530055,28531147,28531458,28531579,28540324,	0
NM_176574.3	chr3R	-	28520664,28521356,28521541,28521814,28522481,28522694,28524033,28524273,28525416,28525870,28526109,28529751,28530118,28531279,28531518,28539918,	28521298,28521473,28521700,28522231,28522632,28523260,28524217,28525307,28525587,28526050,28529695,28530055,28531147,28531458,28531579,28540324,	0
NM_001170290.2	chr3R	-	28520664,28521356,28521541,28521814,28522481,28522694,28523526,28523779,28524033,28524273,28525870,28526109,28529751,28530118,28531279,28531518,28539918,	28521298,28521473,28521700,28522231,28522632,28523260,28523697,28523974,28524217,28525307,28526050,28529695,28530055,28531147,28531458,28531579,28540324,	0
NM_001170289.2	chr3R	-	28520664,28521356,28521541,28522481,28522694,28525870,28526109,28529751,28530118,28531279,28531518,28539918,	28521298,28521473,28521700,28522632,28523260,28526050,28529695,28530055,28531147,28531458,28531579,28540324,	0
NM_143364.3	chr3R	-	28542273,28543244,28543718,28544355,28544578,	28543179,28543664,28544287,28544476,28544817,	0
NM_001300645.1	chr3R	-	28580975,	28585264,	0
NM_001316532.1	chr3R	-	28581082,	28585112,	0
NM_001276109.1	chr3R	-	28581082,	28585112,	0
NM_001170291.1	chr3R	-	28581082,	28585112,	0
NM_079818.3	chr3R	-	28581832,	28585112,	0
NR_048505.1	chr3R	+	28586047,	28588127,	0
NR_048504.2	chr3R	+	28586047,	28591386,	0
NR_125283.1	chr3R	+	28593487,	28594283,	0
NM_143365.3	chr3R	-	28598058,28598729,	28598637,28599288,	0
NM_170371.2	chr3R	+	28599833,28600717,28602771,28603011,28603607,28604060,	28599999,28601195,28602947,28603318,28603698,28605095,	0
NM_170370.2	chr3R	+	28599833,28600705,28602771,28603011,28603607,28604060,	28599999,28601195,28602947,28603318,28603698,28605095,	0
NM_170373.2	chr3R	+	28600406,28600717,28602771,28603011,28603607,28604060,	28600568,28601195,28602947,28603318,28603698,28604759,	0
NM_170372.2	chr3R	+	28600406,28600705,28602771,28603011,28603607,28604060,	28600568,28601195,28602947,28603318,28603698,28605095,	0
NM_170374.2	chr3R	+	28600406,28600717,28602771,28603011,28603607,28605461,	28600568,28601195,28602947,28603318,28603698,28605777,	0
NM_079819.3	chr3R	+	28600406,28600705,28602771,28603011,28603607,28605461,	28600568,28601195,28602947,28603318,28603698,28605777,	0
NR_003906.1	chr3R	+	28601528,	28601668,	0
NR_003907.1	chr3R	+	28601697,	28601847,	0
NR_003908.1	chr3R	+	28601876,	28602016,	0
NR_003909.1	chr3R	+	28602146,	28602286,	0
NR_003910.1	chr3R	+	28602339,	28602489,	0
NR_003911.1	chr3R	+	28602555,	28602695,	0
NR_003912.1	chr3R	+	28603370,	28603522,	0
NM_143366.3	chr3R	+	28606078,28606410,28607769,	28606354,28607710,28608372,	0
NM_143367.3	chr3R	-	28607938,28609645,28609961,28610208,28610601,28634375,	28609578,28609901,28610145,28610519,28616168,28635099,	0
NM_143368.3	chr3R	+	28636410,28636940,28637290,	28636880,28637235,28638799,	0
NM_001038985.2	chr3R	-	28641584,28642395,28642845,	28642325,28642788,28642891,	0
NM_001276110.1	chr3R	-	28649908,28650388,	28650330,28650480,	0
NM_170375.3	chr3R	-	28650040,28650388,	28650330,28650480,	0
NM_206578.2	chr3R	+	28669232,28669342,28669804,	28669284,28669738,28670452,	0
NM_143370.2	chr3R	+	28670703,28670837,28671286,	28670783,28671236,28672021,	0
NM_143371.2	chr3R	+	28675040,28690210,28692243,28692821,28693135,28693339,28693953,28694465,28694592,28694983,	28675685,28690417,28692760,28692970,28693277,28693627,28694402,28694526,28694924,28695939,	0
NM_001276111.1	chr3R	+	28682099,28690210,28692243,28692821,28693135,28693339,28693953,28694465,28694592,28694983,	28682590,28690417,28692760,28692970,28693277,28693621,28694402,28694526,28694924,28695939,	0
NM_001202376.1	chr3R	+	28682099,28686241,28690210,28692243,28692821,28693171,28693339,28693953,28694465,28694592,28694983,	28682590,28686451,28690417,28692760,28692970,28693277,28693621,28694402,28694526,28694924,28695939,	0
NM_170376.1	chr3R	+	28682099,28686241,28690210,28692243,28692821,28693135,28693339,28693953,28694465,28694592,28694983,	28682590,28686451,28690417,28692760,28692970,28693277,28693627,28694402,28694526,28694924,28695939,	0
NM_001260422.1	chr3R	+	28682340,28686241,28690210,28692243,28692821,28693135,28693339,28693953,28694465,28694592,28694983,	28682590,28686451,28690417,28692760,28692970,28693277,28693621,28694402,28694526,28694924,28695939,	0
NM_001260421.1	chr3R	+	28689670,28690210,28692243,28692821,28693135,28693339,28693953,28694465,28694592,28694983,	28689714,28690417,28692760,28692970,28693277,28693627,28694402,28694526,28694924,28695939,	0
NM_143372.2	chr3R	+	28696241,28696671,28696992,28697270,28700334,28701437,28705534,28705916,28708479,28710258,28710937,28713942,28714667,28715596,28715858,28718430,28719709,28719966,28720622,28720839,28721809,28723820,28724999,28725603,28725950,28727524,28728814,28732213,28733200,	28696405,28696929,28697209,28697400,28701003,28702040,28705858,28706839,28709250,28710849,28711121,28714220,28715219,28715754,28716480,28719108,28719877,28720256,28720704,28721724,28721997,28724069,28725363,28725741,28726213,28727699,28729049,28732482,28734349,	0
NM_001276112.2	chr3R	+	28696241,28696671,28696992,28697270,28700334,28701437,28705534,28705916,28708479,28710258,28710937,28713942,28714667,28715596,28715858,28718430,28719709,28719966,28720622,28720839,28721809,28723820,28724999,28725603,28725950,28727524,28728814,28732213,28733200,	28696405,28696929,28697209,28697400,28701003,28702040,28705858,28706839,28709250,28710849,28711121,28714220,28715219,28715754,28716480,28719108,28719877,28720256,28720704,28721724,28721997,28724069,28725363,28725741,28726213,28727699,28729049,28732482,28734816,	0
NM_079820.3	chr3R	-	28737108,28740471,28740705,28743485,	28737646,28740630,28740984,28744782,	0
NM_001260423.2	chr3R	-	28737387,28738589,28740471,28740705,28743485,	28737646,28738672,28740630,28740984,28744782,	0
NM_001276113.1	chr3R	-	28737387,28740471,28740705,28743485,	28737646,28740630,28740984,28744782,	0
NM_143373.3	chr3R	-	28748383,28749851,28750170,28750465,28750984,28751224,28751443,	28749608,28750031,28750340,28750929,28751163,28751385,28751661,	0
NM_001276114.1	chr3R	-	28755483,28755919,	28755748,28756979,	0
NM_143374.2	chr3R	-	28755949,	28756979,	0
NM_143375.2	chr3R	-	28756998,	28758234,	0
NR_125284.1	chr3R	+	28777211,28777342,	28777276,28777850,	0
NM_001104486.1	chr3R	+	28789616,	28790483,	0
NM_143376.1	chr3R	+	28790521,	28791461,	0
NM_144012.3	chr3R	+	28806701,28807032,28807256,	28806971,28807203,28807501,	0
NM_057552.4	chr3R	-	28807982,28808804,28810069,	28808693,28810009,28811337,	0
NM_170377.3	chr3R	+	28812101,28812394,28812704,28813617,28813880,28815147,28815481,28816856,	28812154,28812486,28813551,28813814,28814006,28815422,28816798,28817354,	0
NM_001104488.3	chr3R	+	28812101,28812394,28812704,28813617,28813880,28815481,	28812154,28812486,28813551,28813814,28815422,28817354,	0
NM_143377.4	chr3R	+	28812101,28812236,28812704,28813617,28813880,28815147,28815481,28816856,	28812154,28812486,28813551,28813814,28814006,28815422,28816798,28817354,	0
NM_176576.3	chr3R	+	28812101,28812226,28812704,28813617,28813880,28815147,28815481,28816856,	28812154,28812486,28813551,28813814,28814006,28815422,28816798,28817354,	0
NM_001104487.2	chr3R	+	28812164,28812704,28813617,28813880,28815147,28815481,28816856,	28812486,28813551,28813814,28814006,28815422,28816798,28817354,	0
NR_002503.1	chr3R	+	28812567,	28812641,	0
NM_143378.4	chr3R	-	28817341,28818800,28819221,	28818674,28819170,28819668,	0
NM_001276115.1	chr3R	+	28820220,28820571,28820787,28821058,	28820505,28820718,28820996,28824508,	0
NM_143379.3	chr3R	+	28820220,28820571,28820787,28821058,	28820517,28820718,28820996,28824508,	0
NM_176578.2	chr3R	-	28824505,28825764,28826009,28826241,28826946,28827284,	28825701,28825953,28826174,28826874,28827174,28827373,	0
NM_001276116.1	chr3R	-	28824505,28825764,28826009,28826241,28826946,28830501,28830993,	28825701,28825953,28826174,28826874,28827174,28830677,28831140,	0
NM_170378.2	chr3R	-	28824505,28825764,28826009,28826241,28826946,28830501,28831218,	28825701,28825953,28826174,28826874,28827174,28830677,28831313,	0
NM_143380.4	chr3R	-	28824505,28825764,28826009,28826241,28826946,28830501,28831817,	28825701,28825953,28826174,28826874,28827174,28830677,28832024,	0
NM_001276117.1	chr3R	-	28832300,28836546,28836898,28842218,	28836486,28836685,28840825,28842283,	0
NM_001316494.1	chr3R	-	28832300,28835975,28836546,28836898,28844559,	28835975,28836486,28836685,28840825,28844748,	0
NM_057804.3	chr3R	-	28832300,28836546,28836898,28844559,	28836486,28836685,28840825,28844748,	0
NM_001144646.2	chr3R	+	28845269,28845948,28852878,28853181,28862777,28862960,28863254,28865046,28865928,28866316,28866584,28866818,28867107,	28845409,28846000,28853120,28853330,28862898,28863198,28864988,28865867,28866038,28866523,28866759,28867040,28869618,	0
NM_001276118.1	chr3R	+	28845299,28845948,28852878,28853181,28862777,28862960,28863254,28865046,28865928,28866152,28866316,28866584,28866818,28867107,	28845409,28846000,28853120,28853330,28862898,28863198,28864988,28865867,28866038,28866170,28866523,28866759,28867040,28869618,	0
NM_001276119.1	chr3R	+	28845299,28852878,28853181,28862777,28862960,28863254,28865046,28865928,28866152,28866316,28866584,28866818,28867107,	28846000,28853120,28853330,28862898,28863198,28864988,28865867,28866038,28866170,28866523,28866759,28867040,28869618,	0
NM_170379.5	chr3R	+	28845299,28845948,28852878,28853181,28862777,28862960,28863254,28865046,28865928,28866316,28866584,28866818,28867107,	28845409,28846000,28853120,28853330,28862898,28863198,28864988,28865867,28866038,28866523,28866759,28867040,28870439,	0
NM_001276120.1	chr3R	+	28845299,28852878,28853181,28862777,28862960,28863254,28865046,28865928,28866316,28866584,28866818,28867107,	28846000,28853120,28853330,28862898,28863198,28864988,28865867,28866038,28866523,28866759,28867040,28870439,	0
NM_001276121.1	chr3R	-	28853605,28854729,28854945,28855732,28857142,28859155,	28854661,28854883,28855406,28855941,28857339,28859214,	0
NM_079991.3	chr3R	-	28854136,28854729,28854945,28855732,28857142,28859155,	28854661,28854883,28855406,28855941,28857339,28859214,	0
NM_001300646.1	chr3R	-	28854136,28854729,28854945,28855732,28857142,28859391,	28854661,28854883,28855406,28855941,28857339,28859497,	0
NM_001144647.3	chr3R	-	28870605,28872151,28872426,28872519,28872716,28875051,28886255,28887357,	28872092,28872292,28872435,28872657,28872820,28875267,28887051,28887709,	0
NM_001170294.2	chr3R	-	28870605,28872151,28872426,28872519,28872716,28875051,28886255,28887357,	28872092,28872292,28872435,28872657,28872820,28875267,28887051,28887709,	0
NM_001170293.2	chr3R	-	28870611,28872151,28872519,28872716,28875051,28886255,28887357,	28872092,28872292,28872657,28872820,28875267,28887051,28887709,	0
NM_143384.2	chr3R	+	28872904,	28875031,	0
NM_143386.3	chr3R	+	28875620,	28877805,	0
NM_143387.2	chr3R	-	28878023,	28880122,	0
NM_143388.2	chr3R	+	28880791,	28882945,	0
NM_143389.3	chr3R	+	28883692,	28886015,	0
NM_001144649.2	chr3R	+	28888072,28888305,28889765,28890004,28900823,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921358,28921614,	28888248,28888534,28889884,28890100,28901022,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28921965,	0
NM_001043300.3	chr3R	+	28888072,28889765,28890004,28900823,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921358,28921614,	28888534,28889884,28890100,28901022,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28921965,	0
NM_001144648.3	chr3R	+	28888072,28888305,28889765,28890004,28900823,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921358,28921614,	28888248,28888534,28889884,28890100,28901022,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_001014680.4	chr3R	+	28888072,28889765,28890004,28900823,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921358,28921614,	28888534,28889884,28890100,28901022,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_001144650.1	chr3R	+	28889020,28889765,28890004,28900823,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921358,28921614,	28889358,28889884,28890100,28901022,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28921965,	0
NM_001014682.3	chr3R	+	28889020,28889765,28890004,28900823,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921358,28921614,	28889358,28889884,28890100,28901022,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_001382085.1	chr3R	+	28889020,28889765,28890004,28900823,28902542,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921358,28921614,	28889358,28889884,28890100,28901022,28902806,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_001043299.3	chr3R	+	28889020,28889765,28890004,28900823,28901332,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921358,28921614,	28889358,28889884,28890100,28901022,28901539,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_001014678.3	chr3R	+	28891891,28893201,28900823,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921358,28921614,	28891991,28895062,28901022,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_001043298.2	chr3R	+	28903477,28907689,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921340,28921614,	28903575,28911177,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_001014681.4	chr3R	+	28903477,28905762,28907709,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921340,28921614,	28903575,28907337,28911177,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_001260424.1	chr3R	+	28903477,28905638,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921340,28921614,	28903575,28907337,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_001014679.2	chr3R	+	28909654,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921340,28921614,	28911177,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_001260425.1	chr3R	+	28912886,28914939,28916425,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921340,28921614,	28913167,28915414,28917457,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_176581.4	chr3R	+	28912886,28914939,28916425,28919491,28920224,28920353,28920536,28920689,28920919,28921155,28921340,28921614,	28913167,28915414,28918219,28919567,28920291,28920467,28920627,28920860,28921089,28921269,28921549,28922772,	0
NM_143391.4	chr3R	+	28923043,28923265,28923475,28923682,28923932,28924498,28924692,28924924,	28923211,28923417,28923626,28923876,28924441,28924552,28924858,28925086,	0
NM_143392.3	chr3R	-	28925003,28925741,28925912,28926166,28926716,28926897,28927134,28927309,28927476,28927683,28969330,	28925602,28925801,28926061,28926365,28926845,28927071,28927241,28927410,28927595,28928109,28970372,	0
NR_125285.1	chr3R	+	28970540,	28972750,	0
NM_143395.1	chr3R	-	28992976,28993431,28993749,28994054,28994602,28994935,28995261,28995465,28997634,29020022,	28993372,28993689,28993989,28994247,28994858,28995184,28995374,28995540,28997744,29020406,	0
NR_048506.1	chr3R	-	29008752,	29008852,	0
NR_125286.1	chr3R	-	29021283,	29022180,	0
NR_125287.1	chr3R	+	29022477,	29024217,	0
NM_143396.3	chr3R	+	29024970,29025086,29025913,	29025031,29025404,29026159,	0
NM_001202377.1	chr3R	-	29026438,29027078,	29027028,29027174,	0
NM_001202378.1	chr3R	-	29026438,29027078,	29027018,29027174,	0
NM_143397.2	chr3R	-	29026438,29027087,	29027028,29027174,	0
NM_143398.4	chr3R	+	29027235,29027536,29028366,29029297,29029576,29029821,	29027469,29028136,29029242,29029517,29029753,29030938,	0
NM_143399.3	chr3R	-	29030950,29031804,29032148,29032417,	29031746,29032093,29032357,29032642,	0
NR_125288.1	chr3R	+	29031027,29031173,	29031071,29034098,	0
NM_143400.3	chr3R	-	29032659,	29034008,	0
NM_143401.3	chr3R	+	29034572,29034870,	29034811,29037062,	0
NM_143402.4	chr3R	-	29037057,29037857,29038097,29038389,	29037793,29038041,29038326,29039071,	0
NM_001170296.2	chr3R	+	29039155,29041095,29041599,29041866,29041989,29042166,29044366,29044496,29045869,29046062,	29039364,29041425,29041793,29041924,29042102,29042240,29044437,29045718,29046009,29047034,	0
NM_001300647.1	chr3R	+	29039155,29041095,29041599,29041866,29041989,29042166,29042825,29044366,29044499,29045869,29046062,	29039364,29041425,29041793,29041924,29042102,29042240,29042857,29044437,29045718,29046009,29047034,	0
NM_079821.4	chr3R	+	29039155,29041095,29041599,29041866,29041989,29042166,29042825,29044366,29044496,29045869,29046062,	29039364,29041425,29041793,29041924,29042102,29042240,29042857,29044437,29045718,29046009,29049148,	0
NM_001300648.1	chr3R	+	29039829,29041095,29041599,29041866,29041989,29042166,29042825,29044366,29044496,29045869,29046062,	29040072,29041425,29041793,29041924,29042102,29042240,29042857,29044437,29045718,29046009,29047034,	0
NM_143403.4	chr3R	+	29049492,29049719,29050496,	29049657,29050432,29050721,	0
NM_143404.2	chr3R	+	29051055,29051221,29051574,	29051167,29051492,29052267,	0
NM_143405.1	chr3R	+	29052679,29052851,29053187,	29052800,29053122,29053913,	0
NR_133478.1	chr3R	-	29054342,29055510,	29055403,29055703,	0
NM_001300649.1	chr3R	+	29054346,29054772,29055100,29055490,	29054632,29055046,29055416,29055837,	0
NM_143406.2	chr3R	+	29054521,29054772,29055100,29055490,	29054632,29055046,29055416,29055837,	0
NM_143407.3	chr3R	+	29055926,29056528,	29056308,29059204,	0
NM_143408.3	chr3R	-	29059271,29060153,29060361,29060600,29061018,29061201,29062881,	29060090,29060303,29060540,29060958,29061139,29062805,29062975,	0
NM_143409.4	chr3R	+	29063039,29063802,29097231,29097551,29097966,29101518,29104149,29104309,29104503,	29063147,29064612,29097395,29097860,29101429,29104045,29104248,29104448,29106821,	0
NM_001276122.1	chr3R	+	29063039,29063802,29097231,29097551,29097966,29101518,29104149,29104309,29104503,	29063147,29064612,29097395,29097860,29101429,29104045,29104248,29104448,29108948,	0
NM_001276124.1	chr3R	+	29063827,29097231,29097551,29097966,29101518,29104149,29104309,29104503,	29064612,29097395,29097860,29101429,29104045,29104248,29104448,29108948,	0
NM_001276123.1	chr3R	+	29088312,29097231,29097551,29097966,29101518,29104149,29104309,29104503,	29088847,29097395,29097860,29101429,29104045,29104248,29104448,29108948,	0
NR_125289.1	chr3R	+	29095367,	29096487,	0
NM_143410.4	chr3R	-	29109052,29110688,29110934,29111358,29112040,29112410,	29110535,29110876,29111275,29111872,29112313,29112822,	0
NM_170388.2	chr3R	+	29113070,29113208,29113993,29114428,	29113140,29113449,29114155,29114946,	0
NM_170386.2	chr3R	+	29113070,29113208,29113993,29115093,29115566,29115747,	29113140,29113449,29114155,29115505,29115686,29116197,	0
NM_170387.2	chr3R	+	29113104,29113993,29114428,	29113449,29114155,29114946,	0
NM_143411.4	chr3R	+	29113207,29113993,29115093,29115566,29115747,	29113449,29114155,29115505,29115686,29116197,	0
NM_143412.3	chr3R	+	29116390,29116844,29117958,	29116772,29117896,29118390,	0
NM_001276125.1	chr3R	-	29118329,29120282,29120588,29120796,29121684,29121961,	29120220,29120522,29120736,29121616,29121906,29122879,	0
NM_057545.4	chr3R	-	29118329,29120282,29120588,29120796,29121684,29121961,	29120220,29120522,29120736,29121616,29121906,29122879,	0
NM_143413.2	chr3R	+	29123369,29123800,29125407,29125806,	29123489,29124104,29125737,29128247,	0
NM_170390.2	chr3R	+	29123415,29123800,29125404,29125806,	29123499,29124104,29125737,29128247,	0
NM_170389.2	chr3R	+	29123415,29125404,29125806,	29124104,29125737,29128247,	0
NM_143414.4	chr3R	-	29128583,29128946,29129528,29130029,	29128880,29129467,29129963,29130972,	0
NM_170397.3	chr3R	+	29131192,29131685,29132125,29132375,29133860,29135048,29135261,29136481,29137075,29137351,29137583,	29131271,29131825,29132302,29132504,29133961,29135175,29136417,29136699,29137286,29137523,29137975,	0
NM_170394.3	chr3R	+	29131192,29131685,29132125,29132375,29133860,29134556,29135048,29135261,29136481,29137075,29137351,29137583,	29131271,29131825,29132302,29132504,29133961,29134598,29135175,29136417,29136699,29137286,29137523,29137975,	0
NM_001170298.2	chr3R	+	29131192,29131685,29132125,29132375,29133860,29134556,29135048,29135261,29136481,29136904,29137075,29137351,29137583,	29131271,29131825,29132302,29132504,29133961,29134598,29135175,29136417,29136699,29136910,29137286,29137523,29137975,	0
NM_170391.3	chr3R	+	29131192,29131685,29132125,29132375,29133271,29135048,29135261,29136481,29137075,29137351,29137583,	29131271,29131825,29132302,29132504,29133429,29135175,29136417,29136699,29137286,29137523,29137975,	0
NM_170395.3	chr3R	+	29131192,29131685,29132125,29132375,29133860,29135048,29135261,29136481,29137075,29137351,29137583,	29131271,29131825,29132302,29132504,29133961,29135175,29136417,29136699,29137286,29137523,29137980,	0
NM_170393.3	chr3R	+	29131192,29131685,29132125,29132375,29133337,29135048,29135261,29136481,29137075,29137351,29137583,	29131271,29131825,29132302,29132504,29133429,29135175,29136417,29136699,29137286,29137523,29137980,	0
NM_001170297.1	chr3R	+	29131266,29131685,29132125,29132375,29133860,29134556,29135048,29135261,29136481,29136904,29137075,29137351,29137583,	29131447,29131825,29132302,29132504,29133961,29134598,29135175,29136417,29136699,29136910,29137286,29137523,29137975,	0
NM_170396.2	chr3R	+	29131266,29131685,29132125,29132375,29133860,29135048,29135261,29136481,29137075,29137351,29137583,	29131447,29131825,29132302,29132504,29133961,29135175,29136417,29136699,29137286,29137523,29137980,	0
NM_170392.2	chr3R	+	29131266,29131685,29132125,29132375,29133337,29135048,29135261,29136481,29137075,29137351,29137583,	29131447,29131825,29132302,29132504,29133429,29135175,29136417,29136699,29137286,29137523,29137980,	0
NM_143415.3	chr3R	+	29131266,29131685,29132125,29132375,29133271,29135048,29135261,29136481,29137075,29137351,29137583,	29131447,29131825,29132302,29132504,29133429,29135175,29136417,29136699,29137286,29137523,29137980,	0
NM_143416.1	chr3R	-	29137969,	29138573,	0
